Category,Date,Study,Study Link,Journal,Severe,Severe Significant,Severe Age Adjusted,Severe OR Calculated or Extracted,Fatality,Fatality Significant,Fatality Age Adjusted,Fatality OR Calculated or Extracted,Design,Sample,Study Population,Sample Text,Matches,Entry
Male ci,2020-04-24,Higher mortality in men from COVID19 infection-understanding the factors that drive the differences between the biological sexes.,https://doi.org/10.1101/2020.04.19.20062174,medrxiv,,,,,,,,,Retrospective observational,3,looking at cases from Saudi Arabia and South Korea 7 .,"The table 1 below is based on three studies from China 4,5 .","Females 95% Score CI 95% CI p-value .

The odds ratio of male mortality was also higher, at 1.85-95% CI (1.43-2.3) from SARS-CoV 9,10 .

The odds ratio of male mortality was higher at 2.2 95% CI (1.37-3.51) in the study of cases just from Saudi Arabia alone ( Table 2 ).",2020-05-01
Male ci,2020-04-24,A follow-up study of children infected with SARS-CoV-2 from Western China,https://doi.org/10.1101/2020.04.20.20073288,medrxiv,,,,,,,,,Retrospective observational,32,We obtained the electronic medical records of the confirmed COVID-19 children from the Hospital Information System (HIS) and Laboratory Information System (LIS) of each designated hospital for diagnosis and treatment of COVID-19.,"Clinical data of 32 children with confirmed SARS-CoV-2 infection were collected in this study, with 20 (63%) patients from Chongqing and 3 (9%) patients from Shaanxi",17 (53%) patients were male.,2020-05-01
Male ci,2020-04-22,Association between chest CT features and clinical course of Coronavirus Disease 2019,https://doi.org/10.1016/j.rmed.2020.105989,Respiratory Medicine,,,,,,,,,Retrospective observational,195,"195 hospitalized patients in First Hospital of Changsha, Hunan Province from December 31, 2019 to February 20, 2020 were enrolled and the clinical and laboratory tests data were collected accordingly.","195 hospitalized patients in First Hospital of Changsha, Hunan Province from December 31, 2019 to February 20, 2020 were enrolled and the clinical and laboratory tests data were collected accordingly.","Male 5 94 (48.2%) 67 (34.4%)

Male 4 94 (48.2%) 24 (12.3%)

Male 3 94 (48.2%) 26 (13.3%)

Male 2 94 (48.2%) 31 (15.9%)

Male 1 94 (48.2%) 22 (11.3%)

Male Female 94 (48.2%) 101 (51.8%)）",2020-04-24
Male ci,2020-04-20,"Characteristics, symptom management and outcomes of 101 patients with COVID-19 referred for hospital palliative care",https://doi.org/10.1016/j.jpainsymman.2020.04.015,Journal of Pain and Symptom Management,,,,,,,,,Other,40/58,"We identified symptom burden, management, response to treatment, and outcomes for a case series of 101 in-patients with confirmed COVID-19 referred to hospital palliative care.","Infusions were assessed as at least partially effective for 40/58 patients, while 13 patients died before review.","Age, years Sex, male: female 82 [72-89] 64:37",2020-04-24
Male ci,2020-04-19,Low-density lipoprotein is a potential predictor of poor prognosis in patients with coronavirus disease 2019,https://doi.org/10.1016/j.metabol.2020.154243,Metabolism,,,,,,,,,Retrospective observational,17,"We performed a retrospective longitudinal analysis of COVID-19 patients (n = 21) who were admitted between January 18 and February 8, 2020, into the department of infectious diseases at Zhongnan Hospital of Wuhan University in Wuhan, China.","Seventeen patients recovered and were discharged, while four patients did not survive.",The average age of the patients was 62.5 ± 12.6 years; 52% were male and 48% were female.,2020-05-01
Male ci,2020-04-14,Spread of SARS-CoV-2 in the Icelandic Population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7175425/,N Engl J Med,,,,,,,,,Other,564,The targeted testing began on January 31 2020 and focused on individuals deemed at highrisk of being infected by SARS-CoV-2.,"Of the 564 children under the age of 10 years in the targeted testing group, 38 (6.7%) tested positive, in contrast to positive test results in 1183 of 8635 persons who were 10 years of age or older (13.7%).","The age odds ratio is 1.08 per year (95% CI: 1.05-1.12) and the male sex odds ratio is 1.45 (95% CI: 1.04-2.0).

However, in the targeted testing, the percentage of males who tested positive was greater than that of females (16.7% vs. 11.0%), for an odds ratio of 1.66 (95% CI, 1.47 to 1.87).",2020-05-12
Male ci,2020-04-12,"Coronavirus Disease-19: Summary of 2,370 Contact Investigations of the First 30 Cases in the Republic of Korea",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104686/,Osong Public Health Res Perspect,,,,,,,,,Other,2370,"Demographic, epidemiological, and early clinical information were retrieved from COVID-19 reporting and surveillance data from Korea Centers for Disease Control and Prevention (KCDC).","Between January 24th and March 10th, a total of 2,370 individuals were contact traced to the first 30 cases of COVID-19.","Males had a higher secondary attack rate (0.75, 95% CI 0.38–1.47) than females (0.38, 95% CI 0.16–0.89).",2020-04-10
Male ci,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,https://doi.org/10.1101/2020.04.08.20057539,medrxiv,,,,,,,,,Retrospective observational,30,"DESIGN, SETTING, AND PARTICIPANTS Multicenter, retrospective cohort study of 564 consecutively hospitalized patients with confirmed COVID-19 at Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People's Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China in Hunan province from January 17, 2020 to February 28, 2020; The final date of follow-up was March 15, 2020.","Thirty patients were classified with severe pneumonia on admission and were excluded, to leave 534 patients with non-severe COVID-19 on admission for further analysis.","Characteristics Male gender ACEI/ARB (n = 16) 10 (62.5%) Non-ACEI/ARB (n = 49) 23 (46.9%) Difference (95% CI) 15.6 (-11.9 to 38.7) P 0.280

95% CI, -10 to -7; P < 0.001).",2020-04-17
Male ci,2020-04-07,Longitudinal analysis of laboratory findings during the process of recovery for patients with COVID-19,https://doi.org/10.1101/2020.04.04.20053280,medrxiv,,,,,,,,,Prospective observational,59,"Laboratory findings, the characteristics of epidemiological and demographic data were retrieved from electronic medical records.","Methods The multicenter study prospectively included 59 patients with COVID-19 treated at Jilin province from January 21, 2020 to May 5, 2020.","≥70y Male (n=34) 3 (8.8) Female (n=25) 2 (8.0)

<30y Male (n=34) 10 (29.4) Female (n=25) 8 (32.0)

50-69y Male (n=34) 6 (17.7) Female (n=25) 5 (20.0)

30-49y Male (n=34) 15 (44.1) Female (n=25) 10 (40.0)

Secondary cases Male (n=34) 11 (28.6) Female (n=25) 14 (56.0)

Primary cases Male (n=34) 17 (60.7) Female (n=25) 9 (36.0)

Age, y, M (P25-P75) Male (n=34) 41 (29-51) Female (n=25) 41 (28-53)

42.4% (25/59) of cases were female.

Travel history in Wuhan Male (n=34) 7 (20.6) Female (n=25) 2 (8.0)

Hospitalized time, d, M (P25-P75) Male (n=34) 17 (13-21) Female (n=25) 17 (11-19)

Changchun Male (n=34) 25 (73.5) Female (n=25) 20 (80.0)

Tertiary cases Male (n=34) 6 (10.7) Female (n=25) 2 (8.0)",2020-04-10
Male ci,2020-04-07,The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis,https://doi.org/10.1101/2020.04.05.20054155,medrxiv,,,,,,,,,Systematic review,76638,We searched PubMed and Embase for papers in English with original data (≥10 cases of severe COVID-19).,"A total of 76,638 COVID-19 patients were included in these studies, with 11,766 patients manifesting severe disease.",RR for male sex was likely to be independent of age.,2020-05-01
Male ci,2020-04-07,Study of Epidemiological Characteristics and In-silico Analysis of the Effect of Interventions in the SARS-CoV-2 Epidemic in India,https://doi.org/10.1101/2020.04.05.20053884,medrxiv,,,,,,,,,Modeling,13,"Data Source-The raw data was collected from the patient database of covid19india.org which is a crowdsourced patient database for positive cases of SARS-CoV-2 which have been confirmed by laboratory testing, including data from state government and central government agencies ( The data was taken for cases confirmed on 28 March, 2020 or earlier.","Of these patients, the status of the patient as of 28th March 2020 was not known for 13 patients.",The mortality rate in male patients was 4.38% and for female patients was 2.88%.,2020-04-17
Male ci,2020-04-06,Separate Fever Clinics Prevent the Spread of COVID-19 and Offload Emergency Resources: Analysis from a large tertiary hospital in China,https://doi.org/10.1101/2020.04.03.20051813,medrxiv,,,,,,,,,Cross-sectional,6365,"Methods: The FC of Peking Union Medical College Hospital (PUMCH) was upgraded on January 20, 2020.","Results: 6,365 patients were screened in the FC, among whom 2,192 patients were screened before January 21, 2020, while 3,453 were screened afterwards.","The ratio of male to female patients was 1.23:1, average age was 61 .",2020-04-24
Male ci,2020-04-06,Widespread use of face masks in public may slow the spread of SARS CoV-2: an ecological study,https://doi.org/10.1101/2020.03.31.20048652,medrxiv,,,,,,,,,Systematic review,500,Countries with missing data were dropped from the analyses.,"Secondly, we only included countries 155 with at least 500 cumulative cases and countries whose first case was reported 156 before 7 March 2020.","0.07, 95% CI 0.05-0.08, P<0.001).

-326, 95% CI -601- -51, P=0.021).",2020-04-10
Male ci,2020-04-01,Forecasting the CoViD19 Diffusion in Italy and the Related Occupancy of Intensive Care Units,https://doi.org/10.1101/2020.03.30.20047894,medrxiv,,,,,,,,,Modeling,6355,"This paper employs the data related to COVID-19, collected and regularly updated by the Italian National Institute of Health (an agency of the Italian Ministry of Health) and by the Italian Civil Protection Department.","• The remaining southern regions (Abruzzo, Molise, Puglia, Basilicata, Calabria, Sicily and Sardinia) will show an upward trend in the number of future positive cases lasting until 6 April, where 6355 cases are predicted.",", 10) and CI * U (h = 2, .",2020-04-10
Male ci,2020-03-31,"Epidemiological Characteristics on the Clustering Nature of COVID-19 in Qingdao City, 2020: A Descriptive Analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7156571/,PMC,,,,,,,,,Other,44,"Eleven clusters of COVID-19 were reported in Qingdao City between January 29 and February 23, 2020.","Of 44 patients, 15 were male and 29 were female, with a male-to-female sex ratio of 0.52:1.","Of 44 patients, 15 were male and 29 were female, with a male-to-female sex ratio of 0.52:1.",2020-04-24
Male ci,2020-03-30,Sex Differences in Severity and Mortality Among Patients With COVID-19: Evidence from Pooled Literature Analysis and Insights from Integrated Bioinformatic Analysis,https://doi.org/,ArXiv,,,,,,,,,Systematic review,39,"independently retrieved relevant literature from the databases including PubMed, Web of Science, bioRxiv and MedRxiv preprint servers from inception to March 19, 2020 .","Thirty-nine studies, published between February 7, 2020 and March 17, 2020, were finally filtered for qualitative analysis and quantitative meta-analysis , thirty-four from China and five from other countries (Table 1) , 5-8,10,13,28-60 including a total of 77932 patients with an approximate average age of 61.04.","The pooled estimate of OR of mortality for male group compared with the female group indicated significant survival risk for male (8 studies; 49869 patients; OR = 1.71; 95% CI = 1.51-1.93, P=0.000) ( Figure 2D ).

Furthermore, the pooled odds ratio (OR) of mortality for male group compared with the female group indicated significant higher mortality rate for male.

Subgroup meta-analysis suggested that in patients with average age > 50 yr, the male had significantly higher severity rate than female (OR = 1.94; 95% Cl = 1.16-3.26, P=0.000).",2020-05-01
Male ci,2020-03-30,"A Multi-hospital Study in Wuhan, China：Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection",https://doi.org/10.1101/2020.03.26.20043943,medrxiv,,,,,,,,,Cross-sectional,435,"Design, Setting, and Participants A cross-sectional study of COVID-19 patients who were hospitalized at Tongji and Mobile Cabin Hospitals from Jan 28, 2020 to March 8, 2020.",435 female COVID-19 patients with menstruation records were recruited.,"There were more female patients in mild group (male 412, 44.06%; female 444, 45.92%), approximately the same proportion of female and male patients in severe group (male 486, 51.98%; female 503, 52.02%), and less female patients in critical group (male 37, 3.96%; female 20, 2.07%, p= 0.05).

By the end of Mar 8, more female patients (97 ,10.03%) than male patients (85, 9.09%)) had been discharged, and less female patients (16, 1.65%) than male patients (45, 4.81%) had died (p< 0.01).",2020-04-03
Male ci,2020-03-30,"The First 75 Days of Novel Coronavirus (SARS-CoV-2) Outbreak: Recent Advances, Prevention, and Treatment",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7177691/,Int J Environ Res Public Health,,,,,,,,,Modeling,41,"On February 4, a 35-year-old man from Wuhan, China, was discharged from a hospital in Singapore.","From an epidemiological study of 41 COVID-19 patients in Wuhan , 93% of the patients were prescribed antiviral oseltamivir.",Approximately 32% of the patients were female and 68% male.,2020-05-01
Male ci,2020-03-27,"Quantifying treatment effects of hydroxychloroquine and azithromycin for COVID-19: a secondary analysis of an open label non-randomized clinical trial (Gautret et al, 2020)",https://doi.org/10.1101/2020.03.22.20040949,medrxiv,,,,,,,,,Non-randomized trial,6,Human infections with a novel coronavirus (SARS-CoV-2) were first identified via syndromic surveillance in December of 2019 in Wuhan China.,Data for the six patients who were lost-to-follow-up (LTF) were manually entered into a database.,"variable Female OR 0.971 95% CI 0.168 - 5.622 p-value  0.974

variable Female RR 0.585 95% CI 0.335 - 0.963 p-value  0.176

variable Male OR reference 95% CI - p-value  -

variable Male RR reference 95% CI - p-value  -

variable Sex  RR 95% CI p-value

variable Sex  OR 95% CI p-value

variable Age Years RR 1.009 95% CI 0.996 - 1.022 p-value  0.176",2020-04-17
